CAMPUS NO,COURSE CODE,COURSE NAME,CRD HRS,STUDY CODE,STUDY DESC,ACTIVITY CODE,ACTIVITY DESC,SECTION,DEPT NO,DEPT NAME,CLASS TIMES
1,170112280,ADULT MEDICAL SURGICAL NURSING CLINICAL I,3,1,Bachelor,3,Clinic,45,1,Nursing Department,Monday
1,170112280,ADULT MEDICAL SURGICAL NURSING CLINICAL I,3,1,Bachelor,3,Clinic,46,1,Nursing Department,Tuesday
1,170112280,ADULT MEDICAL SURGICAL NURSING CLINICAL I,3,1,Bachelor,3,Clinic,47,1,Nursing Department,Wednesday
1,170112280,ADULT MEDICAL SURGICAL NURSING CLINICAL I,3,1,Bachelor,3,Clinic,48,1,Nursing Department,Thursday
1,170112280,ADULT MEDICAL SURGICAL NURSING CLINICAL I,3,1,Bachelor,3,Clinic,49,1,Nursing Department,Friday
1,170112280,ADULT MEDICAL SURGICAL NURSING CLINICAL I,3,1,Bachelor,3,Clinic,50,1,Nursing Department,Saturday
1,170112280,ADULT MEDICAL SURGICAL NURSING CLINICAL I,3,1,Bachelor,3,Clinic,51,1,Nursing Department,Sunday
1,170112280,ADULT MEDICAL SURGICAL NURSING CLINICAL I,3,1,Bachelor,3,Clinic,52,1,Nursing Department,Monday
1,170112280,ADULT MEDICAL SURGICAL NURSING CLINICAL I,3,1,Bachelor,3,Clinic,53,1,Nursing Department,Tuesday
1,170112280,ADULT MEDICAL SURGICAL NURSING CLINICAL I,3,1,Bachelor,3,Clinic,54,1,Nursing Department,Wednesday
1,170112280,ADULT MEDICAL SURGICAL NURSING CLINICAL I,3,1,Bachelor,3,Clinic,55,1,Nursing Department,Thursday
1,170112280,ADULT MEDICAL SURGICAL NURSING CLINICAL I,3,1,Bachelor,3,Clinic,56,1,Nursing Department,Friday
1,170112280,ADULT MEDICAL SURGICAL NURSING CLINICAL I,3,1,Bachelor,3,Clinic,57,1,Nursing Department,Saturday
1,170112280,ADULT MEDICAL SURGICAL NURSING CLINICAL I,3,1,Bachelor,3,Clinic,58,1,Nursing Department,Sunday
1,170112280,ADULT MEDICAL SURGICAL NURSING CLINICAL I,3,1,Bachelor,3,Clinic,59,1,Nursing Department,Monday
1,170112280,ADULT MEDICAL SURGICAL NURSING CLINICAL I,3,1,Bachelor,3,Clinic,60,1,Nursing Department,Tuesday
1,170112280,ADULT MEDICAL SURGICAL NURSING CLINICAL I,3,1,Bachelor,3,Clinic,61,1,Nursing Department,Wednesday
1,170112280,ADULT MEDICAL SURGICAL NURSING CLINICAL I,3,1,Bachelor,3,Clinic,62,1,Nursing Department,Thursday
1,170112280,ADULT MEDICAL SURGICAL NURSING CLINICAL I,3,1,Bachelor,3,Clinic,63,1,Nursing Department,Friday
1,170112280,ADULT MEDICAL SURGICAL NURSING CLINICAL I,3,1,Bachelor,3,Clinic,64,1,Nursing Department,Saturday
1,170112280,ADULT MEDICAL SURGICAL NURSING CLINICAL I,3,1,Bachelor,3,Clinic,65,1,Nursing Department,Sunday
1,170112280,ADULT MEDICAL SURGICAL NURSING CLINICAL I,3,1,Bachelor,3,Clinic,66,1,Nursing Department,Monday
1,170112280,ADULT MEDICAL SURGICAL NURSING CLINICAL I,3,1,Bachelor,3,Clinic,67,1,Nursing Department,Tuesday
1,170112280,ADULT MEDICAL SURGICAL NURSING CLINICAL I,3,1,Bachelor,3,Clinic,68,1,Nursing Department,Wednesday
1,170112290,ADULT MEDICAL SURGICAL NURSING SIMULATION,1,1,Bachelor,2,Lab,1,1,Nursing Department,Thursday
1,170112290,ADULT MEDICAL SURGICAL NURSING SIMULATION,1,1,Bachelor,2,Lab,2,1,Nursing Department,Friday
1,170112290,ADULT MEDICAL SURGICAL NURSING SIMULATION,1,1,Bachelor,2,Lab,3,1,Nursing Department,Saturday
1,170112290,ADULT MEDICAL SURGICAL NURSING SIMULATION,1,1,Bachelor,2,Lab,4,1,Nursing Department,Sunday
1,170112290,ADULT MEDICAL SURGICAL NURSING SIMULATION,1,1,Bachelor,2,Lab,5,1,Nursing Department,Monday
1,170112290,ADULT MEDICAL SURGICAL NURSING SIMULATION,1,1,Bachelor,2,Lab,6,1,Nursing Department,Tuesday
1,170112290,ADULT MEDICAL SURGICAL NURSING SIMULATION,1,1,Bachelor,2,Lab,7,1,Nursing Department,Wednesday
1,170112290,ADULT MEDICAL SURGICAL NURSING SIMULATION,1,1,Bachelor,2,Lab,8,1,Nursing Department,Thursday
1,170112290,ADULT MEDICAL SURGICAL NURSING SIMULATION,1,1,Bachelor,2,Lab,10,1,Nursing Department,Friday
1,170112290,ADULT MEDICAL SURGICAL NURSING SIMULATION,1,1,Bachelor,2,Lab,11,1,Nursing Department,Saturday
1,170112290,ADULT MEDICAL SURGICAL NURSING SIMULATION,1,1,Bachelor,2,Lab,12,1,Nursing Department,Sunday
1,170112290,ADULT MEDICAL SURGICAL NURSING SIMULATION,1,1,Bachelor,2,Lab,14,1,Nursing Department,Monday
1,170112300,HEALTH INFORMATICS,2,1,Bachelor,1,Lecture,1,1,Nursing Department,Tuesday
1,170112300,HEALTH INFORMATICS,2,1,Bachelor,1,Lecture,2,1,Nursing Department,Wednesday
1,170112300,HEALTH INFORMATICS,2,1,Bachelor,1,Lecture,3,1,Nursing Department,Thursday
1,170112300,HEALTH INFORMATICS,2,1,Bachelor,1,Lecture,4,1,Nursing Department,Friday
1,170112310,ADULT MEDICAL SURGICAL NURSING IV THEORY,4,1,Bachelor,1,Lecture,1,1,Nursing Department,Saturday
1,170112310,ADULT MEDICAL SURGICAL NURSING IV THEORY,4,1,Bachelor,1,Lecture,2,1,Nursing Department,Sunday
1,170112310,ADULT MEDICAL SURGICAL NURSING IV THEORY,4,1,Bachelor,1,Lecture,3,1,Nursing Department,Monday
1,170112320,ADULT MEDICAL SURGICAL NURSING V THEORY,4,1,Bachelor,1,Lecture,1,1,Nursing Department,Tuesday
1,170112320,ADULT MEDICAL SURGICAL NURSING V THEORY,4,1,Bachelor,1,Lecture,2,1,Nursing Department,Wednesday
1,170112320,ADULT MEDICAL SURGICAL NURSING V THEORY,4,1,Bachelor,1,Lecture,3,1,Nursing Department,Thursday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,1,1,Nursing Department,Friday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,2,1,Nursing Department,Saturday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,3,1,Nursing Department,Sunday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,4,1,Nursing Department,Monday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,5,1,Nursing Department,Tuesday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,6,1,Nursing Department,Wednesday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,7,1,Nursing Department,Thursday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,8,1,Nursing Department,Friday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,9,1,Nursing Department,Saturday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,10,1,Nursing Department,Sunday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,11,1,Nursing Department,Monday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,12,1,Nursing Department,Tuesday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,13,1,Nursing Department,Wednesday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,14,1,Nursing Department,Thursday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,15,1,Nursing Department,Friday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,16,1,Nursing Department,Saturday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,17,1,Nursing Department,Sunday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,18,1,Nursing Department,Monday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,19,1,Nursing Department,Tuesday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,20,1,Nursing Department,Wednesday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,21,1,Nursing Department,Thursday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,22,1,Nursing Department,Friday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,23,1,Nursing Department,Saturday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,24,1,Nursing Department,Sunday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,25,1,Nursing Department,Monday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,26,1,Nursing Department,Tuesday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,27,1,Nursing Department,Wednesday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,28,1,Nursing Department,Thursday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,29,1,Nursing Department,Friday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,30,1,Nursing Department,Saturday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,31,1,Nursing Department,Sunday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,32,1,Nursing Department,Monday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,33,1,Nursing Department,Tuesday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,34,1,Nursing Department,Wednesday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,35,1,Nursing Department,Thursday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,36,1,Nursing Department,Friday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,37,1,Nursing Department,Saturday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,38,1,Nursing Department,Sunday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,39,1,Nursing Department,Monday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,40,1,Nursing Department,Tuesday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,41,1,Nursing Department,Wednesday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,42,1,Nursing Department,Thursday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,43,1,Nursing Department,Friday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,44,1,Nursing Department,Saturday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,46,1,Nursing Department,Sunday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,47,1,Nursing Department,Monday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,48,1,Nursing Department,Tuesday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,49,1,Nursing Department,Wednesday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,50,1,Nursing Department,Thursday
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,51,1,Nursing Department,Friday
1,170112340,PATHOLOGY,2,1,Bachelor,1,Lecture,1,1,Nursing Department,Saturday
1,170113100,CLINICAL RESIDENCY,3,1,Bachelor,3,Clinic,1,1,Nursing Department,Sunday
1,170113100,CLINICAL RESIDENCY,3,1,Bachelor,3,Clinic,2,1,Nursing Department,Monday
1,170113110,ADULT HEALTH NURSING II THEORY,3,1,Bachelor,1,Lecture,1,1,Nursing Department,Tuesday
1,170113120,ADULT HEALTH NURSING II CLINICAL and SIMULATION,3,1,Bachelor,2,Lab,2,1,Nursing Department,Wednesday
1,170113120,ADULT HEALTH NURSING II CLINICAL and SIMULATION,3,1,Bachelor,2,Lab,3,1,Nursing Department,Thursday
1,170113120,ADULT HEALTH NURSING II CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,1,1,Nursing Department,Friday
1,170113120,ADULT HEALTH NURSING II CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,2,1,Nursing Department,Saturday
1,170113120,ADULT HEALTH NURSING II CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,3,1,Nursing Department,Sunday
1,170113120,ADULT HEALTH NURSING II CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,4,1,Nursing Department,Monday
1,170113120,ADULT HEALTH NURSING II CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,5,1,Nursing Department,Tuesday
1,170113120,ADULT HEALTH NURSING II CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,6,1,Nursing Department,Wednesday
1,170113120,ADULT HEALTH NURSING II CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,7,1,Nursing Department,Thursday
1,170113120,ADULT HEALTH NURSING II CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,8,1,Nursing Department,Friday
1,170113130,PHARMACOLOGY FOR NURSING II,2,1,Bachelor,1,Lecture,1,9,Pharmacology Department,Saturday
1,170113130,PHARMACOLOGY FOR NURSING II,2,1,Bachelor,1,Lecture,2,9,Pharmacology Department,Sunday
1,170113130,PHARMACOLOGY FOR NURSING II,2,1,Bachelor,1,Lecture,3,9,Pharmacology Department,Monday
1,170113130,PHARMACOLOGY FOR NURSING II,2,1,Bachelor,1,Lecture,4,9,Pharmacology Department,Tuesday
1,170113150,GERIATRIC HEALTH NURSING,1,1,Bachelor,1,Lecture,1,1,Nursing Department,Wednesday
1,170113150,GERIATRIC HEALTH NURSING,1,1,Bachelor,1,Lecture,2,1,Nursing Department,Thursday
1,170113150,GERIATRIC HEALTH NURSING,1,1,Bachelor,1,Lecture,3,1,Nursing Department,Friday
1,170113150,GERIATRIC HEALTH NURSING,1,1,Bachelor,1,Lecture,4,1,Nursing Department,Saturday
1,170113160,HUMAN GROWTH AND DEVELOPMENT FOR NURSING,3,1,Bachelor,1,Lecture,1,1,Nursing Department,Sunday
1,170113190,MATERNITY HEALTH NURSING I THEORY,3,1,Bachelor,1,Lecture,1,1,Nursing Department,Monday
1,170113190,MATERNITY HEALTH NURSING I THEORY,3,1,Bachelor,1,Lecture,2,1,Nursing Department,Tuesday
1,170113190,MATERNITY HEALTH NURSING I THEORY,3,1,Bachelor,1,Lecture,3,1,Nursing Department,Wednesday
1,170113200,MATERNITY HEALTH NURSING II THEORY,3,1,Bachelor,1,Lecture,1,1,Nursing Department,Thursday
1,170113200,MATERNITY HEALTH NURSING II THEORY,3,1,Bachelor,1,Lecture,2,1,Nursing Department,Friday
1,170113200,MATERNITY HEALTH NURSING II THEORY,3,1,Bachelor,1,Lecture,3,1,Nursing Department,Saturday
1,170113210,MATERNITY HEALTH NURSING THEORY,3,1,Bachelor,1,Lecture,1,1,Nursing Department,Sunday
1,170113210,MATERNITY HEALTH NURSING THEORY,3,1,Bachelor,1,Lecture,2,1,Nursing Department,Monday
1,170113210,MATERNITY HEALTH NURSING THEORY,3,1,Bachelor,1,Lecture,3,1,Nursing Department,Tuesday
1,170113210,MATERNITY HEALTH NURSING THEORY,3,1,Bachelor,1,Lecture,4,1,Nursing Department,Wednesday
1,170113210,MATERNITY HEALTH NURSING THEORY,3,1,Bachelor,1,Lecture,5,1,Nursing Department,Thursday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,2,Lab,1,1,Nursing Department,Friday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,2,Lab,2,1,Nursing Department,Saturday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,2,Lab,3,1,Nursing Department,Sunday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,2,Lab,4,1,Nursing Department,Monday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,2,Lab,5,1,Nursing Department,Tuesday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,2,Lab,6,1,Nursing Department,Wednesday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,2,Lab,7,1,Nursing Department,Thursday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,2,Lab,8,1,Nursing Department,Friday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,2,Lab,9,1,Nursing Department,Saturday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,2,Lab,10,1,Nursing Department,Sunday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,2,Lab,11,1,Nursing Department,Monday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,1,1,Nursing Department,Tuesday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,2,1,Nursing Department,Wednesday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,3,1,Nursing Department,Thursday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,4,1,Nursing Department,Friday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,5,1,Nursing Department,Saturday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,6,1,Nursing Department,Sunday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,7,1,Nursing Department,Monday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,8,1,Nursing Department,Tuesday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,9,1,Nursing Department,Wednesday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,10,1,Nursing Department,Thursday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,11,1,Nursing Department,Friday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,12,1,Nursing Department,Saturday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,13,1,Nursing Department,Sunday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,14,1,Nursing Department,Monday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,15,1,Nursing Department,Tuesday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,16,1,Nursing Department,Wednesday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,17,1,Nursing Department,Thursday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,18,1,Nursing Department,Friday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,19,1,Nursing Department,Saturday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,20,1,Nursing Department,Sunday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,21,1,Nursing Department,Monday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,22,1,Nursing Department,Tuesday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,23,1,Nursing Department,Wednesday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,24,1,Nursing Department,Thursday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,25,1,Nursing Department,Friday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,26,1,Nursing Department,Saturday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,27,1,Nursing Department,Sunday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,28,1,Nursing Department,Monday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,29,1,Nursing Department,Tuesday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,30,1,Nursing Department,Wednesday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,31,1,Nursing Department,Thursday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,32,1,Nursing Department,Friday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,33,1,Nursing Department,Saturday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,34,1,Nursing Department,Sunday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,35,1,Nursing Department,Monday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,36,1,Nursing Department,Tuesday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,37,1,Nursing Department,Wednesday
1,170113220,MATERNITY HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,38,1,Nursing Department,Thursday
1,170113230,PEDIATRIC HEALTH NURSING THEORY,3,1,Bachelor,1,Lecture,1,1,Nursing Department,Friday
1,170113230,PEDIATRIC HEALTH NURSING THEORY,3,1,Bachelor,1,Lecture,2,1,Nursing Department,Saturday
1,170113230,PEDIATRIC HEALTH NURSING THEORY,3,1,Bachelor,1,Lecture,4,1,Nursing Department,Sunday
1,170113240,PEDIATRIC HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,2,Lab,1,1,Nursing Department,Monday
1,170113240,PEDIATRIC HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,2,Lab,2,1,Nursing Department,Tuesday
1,170113240,PEDIATRIC HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,2,Lab,4,1,Nursing Department,Wednesday
1,170113240,PEDIATRIC HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,2,Lab,5,1,Nursing Department,Thursday
1,170113240,PEDIATRIC HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,2,Lab,8,1,Nursing Department,Friday
1,170113240,PEDIATRIC HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,2,Lab,9,1,Nursing Department,Saturday
1,170113240,PEDIATRIC HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,2,Lab,10,1,Nursing Department,Sunday
1,170113240,PEDIATRIC HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,1,1,Nursing Department,Monday
1,170113240,PEDIATRIC HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,2,1,Nursing Department,Tuesday
1,170113240,PEDIATRIC HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,3,1,Nursing Department,Wednesday
1,170113240,PEDIATRIC HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,4,1,Nursing Department,Thursday
1,170113240,PEDIATRIC HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,5,1,Nursing Department,Friday
1,170113240,PEDIATRIC HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,6,1,Nursing Department,Saturday
1,170113240,PEDIATRIC HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,7,1,Nursing Department,Sunday
1,170113240,PEDIATRIC HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,8,1,Nursing Department,Monday
1,170113240,PEDIATRIC HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,9,1,Nursing Department,Tuesday
1,170113240,PEDIATRIC HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,10,1,Nursing Department,Wednesday
1,170113240,PEDIATRIC HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,11,1,Nursing Department,Thursday
1,170113240,PEDIATRIC HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,12,1,Nursing Department,Friday
1,170113240,PEDIATRIC HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,13,1,Nursing Department,Saturday
1,170113240,PEDIATRIC HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,14,1,Nursing Department,Sunday
1,170113240,PEDIATRIC HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,15,1,Nursing Department,Monday
1,170113240,PEDIATRIC HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,16,1,Nursing Department,Tuesday
1,170113240,PEDIATRIC HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,17,1,Nursing Department,Wednesday
1,170113240,PEDIATRIC HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,18,1,Nursing Department,Thursday
1,170113240,PEDIATRIC HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,19,1,Nursing Department,Friday
1,170113240,PEDIATRIC HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,20,1,Nursing Department,Saturday
1,170113240,PEDIATRIC HEALTH NURSING CLINICAL and SIMULATION,3,1,Bachelor,3,Clinic,21,1,Nursing Department,Sunday
